RUN_ID,BioProject,NCBI_SRA,NCBI_assembly_accession,Bakta_Annotation,PRAM_strain_ID,Alternative_ID,Assembly_contigs_num,Assembly_length_bp,Assembly_N50,Assembly_QC_pass,original_collection,year_of_isolation,date_of_isolation,latitude_of_isolation,longitude_of_isolation,elevation,global_region_of_isolation,country_of_isolation,area_or_nearest_village,agroecological_zone,preceding_crop_common_name,material_of_isolation,tissue_of_isolation,Clade_of_isolation,order_of_isolation,host_genus_of_isolation,host_spp_of_isolation,host_spp_or_variety_of_isolation,host_common_name,plotting_categories,host_phenotype_of_isolation,notes,assigned_phylotype,phylotype_reassigned_by_tree,assigned_sequevar,discrepancies_to_prior_phylotype
RUN2010,PRJNA1196686,SRR31675457,,Available in Zenodo,E19T10,,107,5880365,202586,yes,Deberdt_et_al_2014,2011,,,,,South America,French Guiana,Corossony 1,FG3,Cucumber,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2011,PRJNA1196686,SRR31675455,,Available in Zenodo,E19T11,,60,5506059,236552,yes,Deberdt_et_al_2014,2011,,,,,South America,French Guiana,Corossony 1,FG3,Cucumber,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,Basal 4NPB,match
RUN2173,PRJNA1196686,SRR31675454,,Available in Zenodo,E'1A2,E1A2,87,5827063,268139,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Montsinery,FG2,Forest,plant,,Eudicot,Solanales,Solanum,Solanum melongena,,Aubergine,Other Solanaceae,symptomatic,,IIA,IIA,35,match
RUN2174,PRJNA1196686,SRR31675453,,Available in Zenodo,E'2A1,E2A1,66,5707782,249916,yes,Deberdt_et_al_2014,2012,,"5,46617","-54,024797999999997",,South America,French Guiana,Saint Laurent Du Maroni,FG1,Bean,plant,,Eudicot,Solanales,Solanum,Solanum melongena,,Aubergine,Other Solanaceae,symptomatic,,I,I,14,match
RUN2175,PRJNA1196686,SRR31675452,,Available in Zenodo,E'2A2,E2A2,85,5699334,201196,yes,Deberdt_et_al_2014,2012,,"5,46617","-54,024797999999997",,South America,French Guiana,Saint Laurent Du Maroni,FG1,Bean,plant,,Eudicot,Solanales,Solanum,Solanum melongena,,Aubergine,Other Solanaceae,symptomatic,,I,I,14,match
RUN2176,PRJNA1196686,SRR31675451,,Available in Zenodo,E'2A3,E2A3,76,5709359,194885,yes,Deberdt_et_al_2014,2012,,"5,46617","-54,024797999999997",,South America,French Guiana,Saint Laurent Du Maroni,FG1,Bean,plant,,Eudicot,Solanales,Solanum,Solanum melongena,,Aubergine,Other Solanaceae,symptomatic,,I,I,14,match
RUN2177,PRJNA1196686,SRR31675354,,Available in Zenodo,E'4T3,E4T3,109,5885670,139438,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,I,47,match
RUN2178,PRJNA1196686,SRR31675353,,Available in Zenodo,012-021,E4T7,188,5855069,104049,no,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,-,47,unknown
RUN2179,PRJNA1196686,SRR31675352,,Available in Zenodo,E'4T10,E4T10,115,5888333,128827,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,I,47,match
RUN2180,PRJNA1196686,SRR31675351,,Available in Zenodo,E'4T2,E4T2,107,5885452,127428,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,I,47,match
RUN2181,PRJNA1196686,SRR31675350,,Available in Zenodo,E'4T8,E4T8,119,5884930,129070,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,I,47,match
RUN2182,PRJNA1196686,SRR31675348,,Available in Zenodo,E'4T17,E4T17,109,5886925,127428,yes,Deberdt_et_al_2014,2012,,,,,South America,French Guiana,Matiti,FG2,Fallow,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Matiti, in commune of Macouria",I,I,48,match
RUN2183,PRJNA1196686,SRR31675347,,Available in Zenodo,E'6B4P8,E6B4P8,78,5736129,267707,yes,Deberdt_et_al_2014,2012,,"5,3146388890000003","-52,930138888999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2184,PRJNA1196686,SRR31675346,,Available in Zenodo,E'6B5P9,E6B5P9,115,5819691,182763,no,Deberdt_et_al_2014,2012,,"5,3146111109999996","-52,929694443999999",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,-,39,unknown
RUN2185,PRJNA1196686,SRR31675345,,Available in Zenodo,E'6B9P6,E6B9P6,62,5864670,313913,yes,Deberdt_et_al_2014,2012,,"5,3153888890000003","-52,929222222",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2186,PRJNA1196686,SRR31675344,,Available in Zenodo,E'6B11P4,E6B11P4,65,5832669,313967,yes,Deberdt_et_al_2014,2012,,"5,3152222220000001","-52,929444443999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,39,match
RUN2187,PRJNA1196686,SRR31675343,,Available in Zenodo,E'6B7P6,E6B7P6,91,5822114,277393,no,Deberdt_et_al_2014,2012,,"5,314666667","-52,929055556000002",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,-,39,unknown
RUN2188,PRJNA1196686,SRR31675342,,Available in Zenodo,E'6B2P2,E6B2P2,59,5876547,330886,yes,Deberdt_et_al_2014,2012,,"5,3154444439999997","-52,930222221999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,39,match
RUN2189,PRJNA1196686,SRR31675341,,Available in Zenodo,E'6B3P2,E6B3P2,75,5739067,262407,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2190,PRJNA1196686,SRR31675340,,Available in Zenodo,E'6B9P3,E6B9P3,85,5910812,299102,yes,Deberdt_et_al_2014,2012,,"5,3153888890000003","-52,929222222",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2191,PRJNA1196686,SRR31675339,,Available in Zenodo,E'6B8P6,E6B8P6,62,5831895,313967,yes,Deberdt_et_al_2014,2012,,"5,3150000000000004","-52,929083333000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,39,match
RUN2192,PRJNA1196686,SRR31675337,,Available in Zenodo,E'6B8P9,E6B8P9,76,5800606,312451,yes,Deberdt_et_al_2014,2012,,"5,3150000000000004","-52,929083333000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,39,match
RUN2193,PRJNA1196686,SRR31675336,,Available in Zenodo,012-038,E6B3P3,108,5834996,205029,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,II,IIA,,match
RUN2194,PRJNA1196686,SRR31675335,,Available in Zenodo,E'6B3P1,E6B3P1,76,5781656,267826,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2195,PRJNA1196686,SRR31675334,,Available in Zenodo,E'6B3P5,E6B3P5,77,5783212,287232,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2196,PRJNA1196686,SRR31675333,,Available in Zenodo,E'6B1P7,E6B1P7,79,5778462,267470,yes,Deberdt_et_al_2014,2012,,"5,3157222219999998","-52,930236110999999",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2197,PRJNA1196686,SRR31675332,,Available in Zenodo,012-042,E6B4P3,81,5893174,299045,yes,Deberdt_et_al_2014,2012,,"5,3146388890000003","-52,930138888999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,6,match
RUN2198,PRJNA1196686,SRR31675331,,Available in Zenodo,E'6B3P9,E6B3P9,79,5864414,276958,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2199,PRJNA1196686,SRR31675570,,Available in Zenodo,E'6B13P9,E6B13P9,79,5854954,275116,yes,Deberdt_et_al_2014,2012,,"5,3152222220000001","-52,930027778000003",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2200,PRJNA1196686,SRR31675569,,Available in Zenodo,E'6B3P8,E6B3P8,79,5784988,208457,yes,Deberdt_et_al_2014,2012,,"5,3149722219999997","-52,930194444000001",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2201,PRJNA1196686,SRR31675568,,Available in Zenodo,E'6B5P5,E6B5P5,74,5953093,347693,yes,Deberdt_et_al_2014,2012,,"5,3146111109999996","-52,929694443999999",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2202,PRJNA1196686,SRR31675566,,Available in Zenodo,E'6B10P8,E6B10P8,81,5871639,275841,yes,Deberdt_et_al_2014,2012,,"5,3157500000000004","-52,929111110999997",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2203,PRJNA1196686,SRR31675565,,Available in Zenodo,E'6B12P4,E6B12P4,76,5949799,436378,yes,Deberdt_et_al_2014,2012,,"5,3152222220000001","-52,929749999999999",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2204,PRJNA1196686,SRR31675564,,Available in Zenodo,012-049,E6B2P5,68,5786368,248367,yes,Deberdt_et_al_2014,2012,,"5,3154444439999997","-52,930222221999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2205,PRJNA1196686,SRR31675563,,Available in Zenodo,E'6B2P3,E6B2P3,81,5780174,212991,yes,Deberdt_et_al_2014,2012,,"5,3154444439999997","-52,930222221999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2206,PRJNA1196686,SRR31675562,,Available in Zenodo,E'6B2P8,E6B2P8,97,5844141,300555,yes,Deberdt_et_al_2014,2012,,"5,3154444439999997","-52,930222221999998",,South America,French Guiana,Combi,FG1,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,RUN2183 shares farm code E'06 and is noted as being from Station Expe Cirad. All E06 isolates might be from Station Expe Cirad. Combi is a sublocality in Sinnamary.,IIA,IIA,35,match
RUN2207,PRJNA1196686,SRR31675561,,Available in Zenodo,E'5B2P7,E5B2P7,97,5549143,188232,yes,Deberdt_et_al_2014,2012,,"4,5689722220000002","-52,454250000000002",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2208,PRJNA1196686,-,,Available in Zenodo,E'5B1P7,E5B1P7,,,,no,Deberdt_et_al_2014,2012,,"4,5690555560000004","-52,454166667000003",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,-,38,unknown
RUN2209,PRJNA1196686,SRR31675560,,Available in Zenodo,E'5B13P8,E5B13P8,95,5549244,197104,yes,Deberdt_et_al_2014,2012,,"4,5687499999999996","-52,454027777999997",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2210,PRJNA1196686,SRR31675559,,Available in Zenodo,E'5B12P6,E5B12P6,97,5549403,202547,yes,Deberdt_et_al_2014,2012,,"4,5692222219999996","-52,454055556",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2211,PRJNA1196686,SRR31675558,,Available in Zenodo,E'5B2P2,E5B2P2,97,5552541,202564,yes,Deberdt_et_al_2014,2012,,"4,5689722220000002","-52,454250000000002",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2212,PRJNA1196686,SRR31675557,,Available in Zenodo,E'5B4P9,E5B4P9,92,5552938,246209,yes,Deberdt_et_al_2014,2012,,"4,568805556","-52,454333333000001",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2213,PRJNA1196686,SRR31675555,,Available in Zenodo,E'5B3P4,E5B3P4,726,5974153,197104,no,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454388889000001",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,-,38,unknown
RUN2214,PRJNA1196686,SRR31675554,,Available in Zenodo,E'5B3P5,E5B3P5,101,5555036,197104,yes,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454388889000001",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2215,PRJNA1196686,SRR31675553,,Available in Zenodo,E'5B3P1,E5B3P1,106,5636213,197104,yes,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454388889000001",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2216,PRJNA1196686,SRR31675552,,Available in Zenodo,E'5B6P1,E5B6P1,97,5555699,203995,yes,Deberdt_et_al_2014,2012,,"4,568805556","-52,454138888999999",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2218,PRJNA1196686,SRR31675551,,Available in Zenodo,E'5B7P2,E5B7P2,95,5550513,204065,yes,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454083333",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2219,PRJNA1196686,SRR31675550,,Available in Zenodo,E'5B2P4,E5B2P4,89,5457102,174023,yes,Deberdt_et_al_2014,2012,,"4,5689722220000002","-52,454250000000002",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2220,PRJNA1196686,SRR31675549,,Available in Zenodo,E'5B7P6,E5B7P6,97,5552657,188232,yes,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454083333",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2221,PRJNA1196686,SRR31675548,,Available in Zenodo,E'5B11P6,E5B11P6,56,5527416,298404,yes,Deberdt_et_al_2014,2012,,"4,5693333330000003","-52,453833332999999",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,27,match
RUN2222,PRJNA1196686,-,,Available in Zenodo,E'5B5P6,E5B5P6,,,,no,Deberdt_et_al_2014,2012,,"4,5687499999999996","-52,454305556000001",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,-,27,unknown
RUN2223,PRJNA1196686,SRR31675547,,Available in Zenodo,E'5B1P5,E5B1P5,89,5453169,197799,yes,Deberdt_et_al_2014,2012,,"4,5690555560000004","-52,454166667000003",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2224,PRJNA1196686,SRR31675690,,Available in Zenodo,E'5B3P7,E5B3P7,94,5555333,197104,yes,Deberdt_et_al_2014,2012,,"4,5688611110000004","-52,454111111000003",,South America,French Guiana,Cacao,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,38,match
RUN2226,PRJNA1196686,SRR31675688,,Available in Zenodo,E'7B5P7,E7B5P7,55,5559859,355457,yes,Deberdt_et_al_2014,2012,,"4,3171666670000004","-52,175750000000001",,South America,French Guiana,Corrossony 2,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Two areas listed for Régina, two farms sampled in each. ",IIB,IIB,Basal 4NPB,match
RUN2227,PRJNA1196686,SRR31675687,,Available in Zenodo,E'7B6P3,E7B6P3,63,5557017,222538,yes,Deberdt_et_al_2014,2012,,"4,3171944440000001","-52,175722221999997",,South America,French Guiana,Corrossony 2,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Two areas listed for Régina, two farms sampled in each. ",IIB,IIB,Basal 4NPB,match
RUN2228,PRJNA1196686,SRR31675686,,Available in Zenodo,012-073,E8B8P8,101,5925922,139136,yes,Deberdt_et_al_2014,2012,,"4,3128888889999999","-52,175269999999998",,South America,French Guiana,Corrossony 2,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Two areas listed for Régina, two farms sampled in each. ",I,I,17,match
RUN2229,PRJNA1196686,SRR31675685,,Available in Zenodo,E'8B7P1,E8B7P1,74,5742001,265498,yes,Deberdt_et_al_2014,2012,,"4,312972222","-52,175222222000002",,South America,French Guiana,Corrossony 2,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Two areas listed for Régina, two farms sampled in each. ",I,I,14,match
RUN2230,PRJNA1196686,SRR31675684,,Available in Zenodo,E'8B13P5,E8B13P5,155,5541714,125068,no,Deberdt_et_al_2014,2012,,"4,31325","-52,175472222000003",,South America,French Guiana,Corrossony 2,FG3,Forest,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,"Two areas listed for Régina, two farms sampled in each. ",IIA,-,38,unknown
